No,Name,Price,Location,Rate,Living Room,Bed Room,Bed,Bath Room,Link
180,"8"" đi bộ đến Nguyễn Huệ, Wifi nhanh, 4 người",₫652.000 ,Quận 4,"5,0",4,1,2,1,https://www.airbnb.com.vn/rooms/1137202826084223773?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-22&check_out=2024-08-27&source_impression_id=p3_1723899974_P3YiZaV-F0yyMtO4&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
181,"Phòng ấm cúng - 3 km đến D1 - Bãi đỗ xe, máy giặt và máy sấy miễn phí",₫360.757 ,Phú Nhuận,"5,0",1,1,0,0,https://www.airbnb.com.vn/rooms/1150397177325192661?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1900271901&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899975_P3NV-G45bjeyJvA8&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
182,"Cách sông, trung tâm thành phố 2 bước, WIFI NHANH",₫592.000 ,Quận 1,"4,94",2,1,1,1,https://www.airbnb.com.vn/rooms/1077237134744654558?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-26&check_out=2024-08-31&source_impression_id=p3_1723899975_P31-xpsv2rZH0QK6&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
183,Luxury Tropical 1 BR w/ City Views in Gateway,₫982.061 ,Quận 2,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/40741274?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-26&source_impression_id=p3_1723899975_P3j3-jFyLHO_fTVh&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
184,a2 - Karat - Nhà ấm cúng tại trung tâm TP HCM - tiêu chuẩn 1,₫398.000 ,Quận 1,"5,0",1,1,0,0,https://www.airbnb.com.vn/rooms/880152959971610671?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1639664009&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899975_P35jYjtfRiBEYDJE&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
185,Riverview Phú Mỹ Hưng Netflix 1,₫601.000 ,Quận 7,"5,0",4,2,2,2,https://www.airbnb.com.vn/rooms/838902752393570617?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-10-12&check_out=2024-10-17&source_impression_id=p3_1723899975_P35g_VPYDudcmVoo&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
186,Funky Studio M above Craft Coffee by Circadian,₫778.176 ,District 1,"4,94",2,1,1,1,https://www.airbnb.com.vn/rooms/1046815628130412131?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-24&check_out=2024-08-29&source_impression_id=p3_1723899975_P35FGPgpWS0aKRSQ&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
187,16 $StandardRoom walk to BenThanh,₫390.820 ,Quận 1,NA,2,1,1,1,https://www.airbnb.com.vn/rooms/1211231316264104232?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899975_P36COexkOMvr4o2Z&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
188,601-Studio w bếp bên cạnh sân bay,₫500.000 ,Tân Bình,"4,85",2,1,1,1,https://www.airbnb.com.vn/rooms/796320481074534327?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899975_P3llzImyLFCnErQ7&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
189,Đi bộ đến Chợ Bến Thành &Bùi Viện+Netflix+Bếp,₫549.000 ,Quận 1,"4,77",2,1,1,1,https://www.airbnb.com.vn/rooms/611119104873338214?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899975_P3zK5mfnYPpBPWGn&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
190,Studio style bắc âu tại sân bay,₫522.500 ,Tân Bình,"4,89",2,1,1,1,https://www.airbnb.com.vn/rooms/1138944144870121982?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-25&check_out=2024-08-30&source_impression_id=p3_1723899975_P3Yt1d25KoVyOKWq&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
191,Căn hộ rộng rãi ở Quận 1,₫400.841 ,Quận 1,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/999030554000587301?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899975_P3aCn1LB-TATw5fQ&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
192,| Spacious Bunk Bed & Clean | D.1 Local Saigon| B5,₫141.930 ,Quận 1,"4,83",6,2,0,0,https://www.airbnb.com.vn/rooms/772784515702828834?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899975_P3wGd1YIS2QZdGma&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
193,Đi bộ đến núi Central Studio đến Bến Thành bằng xe BUÝT,₫915.246 ,Quận 1,"4,87",2,1,1,1,https://www.airbnb.com.vn/rooms/42237000?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899975_P3cbx5pdP5Ll2DAN&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
194,[2],₫1.037.176 ,Quận 1,"4,70",3,1,2,1,https://www.airbnb.com.vn/rooms/840634054710302995?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-21&check_out=2024-08-26&source_impression_id=p3_1723899975_P3yyIa0QLxQzU8-t&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
195,GIẢM 20% cho máy chiếu + Nhà bếp. Cách Phạm Ngũ Lão 100m,₫559.174 ,Quận 1,"4,84",2,1,1,1,https://www.airbnb.com.vn/rooms/865151070951618129?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-09-03&check_out=2024-09-08&source_impression_id=p3_1723899975_P34R0E9I1aErQcZt&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
196,VIP - Căn hộ Studio cao cấp Vinhomes Grand Park,₫576.209 ,Quận 9,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/717058145406881764?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899975_P3zIUxbiRphWlwKm&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
197,"Cách sông, trung tâm thành phố 2 bước, WIFI NHANH",₫556.000 ,Quận 1,NA,2,1,1,1,https://www.airbnb.com.vn/rooms/1221705136314988049?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-28&check_out=2024-09-02&source_impression_id=p3_1723899975_P3H4rBcqr3Pixyzk&previous_page_section_name=1000&federated_search_id=42ef94b1-9669-4c03-9e3c-23f96716def4
198,"Cách sông, trung tâm thành phố 2 bước, WIFI NHANH",₫556.000 ,Quận 1,NA,2,1,1,1,https://www.airbnb.com.vn/rooms/1221705136314988049?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-28&check_out=2024-09-02&source_impression_id=p3_1723899976_P3a9QoKPWoT7Ab0r&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
199,| Spacious Bunk Bed & Clean | D.1 Local Saigon| B5,₫141.930 ,Quận 1,"4,83",6,2,0,0,https://www.airbnb.com.vn/rooms/772784515702828834?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899977_P3NWlde8n4FEvRTO&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
200,Căn hộ rộng rãi ở Quận 1,₫400.841 ,Quận 1,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/999030554000587301?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899977_P32DTg_mzQJ-qweq&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
201,GIẢM 20% cho máy chiếu + Nhà bếp. Cách Phạm Ngũ Lão 100m,₫559.174 ,Quận 1,"4,84",2,1,1,1,https://www.airbnb.com.vn/rooms/865151070951618129?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-09-03&check_out=2024-09-08&source_impression_id=p3_1723899977_P3ec1ysSJ6fo44Um&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
202,16 $StandardRoom walk to BenThanh,₫390.820 ,Quận 1,NA,2,1,1,1,https://www.airbnb.com.vn/rooms/1211231316264104232?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899977_P3ww_BWMG60KTBSE&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
203,Bể bơi miễn phí căn hộ The Manor 2,₫1.002.103 ,Bình Thạnh,NA,2,1,1,1,https://www.airbnb.com.vn/rooms/1222099041694442775?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899977_P3pFS7y8LnOcjsUf&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
204,[2],₫1.037.176 ,Quận 1,"4,70",3,1,2,1,https://www.airbnb.com.vn/rooms/840634054710302995?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-21&check_out=2024-08-26&source_impression_id=p3_1723899977_P3Tbg2QXn1GNd7Ao&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
205,"20% off, phòng 301 đẹp, sạch sẽ, ban công yên tĩnh",₫504.000 ,Thành phố Hồ Chí Minh,"4,95",1,1,0,0,https://www.airbnb.com.vn/rooms/773605460598439047?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1556012404&search_mode=regular_search&check_in=2024-08-26&check_out=2024-08-31&source_impression_id=p3_1723899977_P3IARErn69T9mGrm&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
206,Saigon Royal APT-Bitexco view -Ivyhouse,₫830.000 ,Quận 4,"4,92",2,1,1,1,https://www.airbnb.com.vn/rooms/995303073536114181?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899977_P3AFeObAHsS0amBV&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
207,"Phòng Queen hiện đại 16 m2, trung tâm thành phố, Netflix",₫547.173 ,Quận 1,"4,94",4,1,1,1,https://www.airbnb.com.vn/rooms/46535059?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899977_P38Ir2Igpys2HwcS&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
208,"Thoải mái|Ấm cúng|Không gian thoáng mát để làm việc, học tập và thư giãn",₫417.800 ,Ho Chi Minh ,"4,96",1,1,0,0,https://www.airbnb.com.vn/rooms/34612206?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1176190732&search_mode=regular_search&check_in=2024-08-28&check_out=2024-09-02&source_impression_id=p3_1723899977_P3UrWwrUwOJBeMe-&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
209,Homestay Peace n Bliss - ẤM cúng,₫350.736 ,Cô Giang,"4,96",1,1,0,0,https://www.airbnb.com.vn/rooms/1094553305492429775?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1844646173&search_mode=regular_search&check_in=2024-08-21&check_out=2024-08-26&source_impression_id=p3_1723899977_P3WZoZEN8Gyko4dp&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
210,[Đón miễn phí]1 pho ̀ ng ngủ # Bồn tắm # Trung tâm#Bên cạnh Bùi Viện,₫864.000 ,Quận 1,NA,2,1,1,1,https://www.airbnb.com.vn/rooms/1219554370087050321?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-26&check_out=2024-08-31&source_impression_id=p3_1723899977_P3BplEHPmOZJRs20&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
211,Căn hộ dịch vụ 1 giường R/ Phú Mỹ Hưng D7,₫614.289 ,Quận 7,"4,63",2,1,1,1,https://www.airbnb.com.vn/rooms/794575208272381559?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899977_P3J_hkN_YfHGyCYZ&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
212,Nhà thông minh | Bồn tắm @Ben Thành Insta-Worthy,₫977.050 ,Quận 1,"4,70",3,1,2,1,https://www.airbnb.com.vn/rooms/670823044148797328?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899977_P3Gm5hsWzPAhQ9On&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
213,Căn hộ cao cấp với Ban công 3.1 @The Nook,₫777.600 ,phường 11,"4,93",2,1,1,1,https://www.airbnb.com.vn/rooms/53665910?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899977_P3E6QoKhFYw2UYmi&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
214,BBHome Studio | The Oasis | VHGrandPark,₫520.000 ,Thủ Đức,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1209163631948716483?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-21&check_out=2024-08-26&source_impression_id=p3_1723899977_P3N4qylkyLmqNpwn&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
215,1 pho ̀ ng ngu ̉ Landmark 3 RiverView Landmark 81 Luxury 5*Star,₫1.040.000 ,Bình Thạnh,"5,0",3,1,1,1,https://www.airbnb.com.vn/rooms/1154018250728722218?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-24&check_out=2024-08-29&source_impression_id=p3_1723899977_P34COOeOqDZ-Okkn&previous_page_section_name=1000&federated_search_id=c3dfe072-6beb-4158-945c-5b2b3a557b10
216,Mya 's Apartment - studio ẤM cúng,₫458.800 ,Bình Thạnh,"4,77",2,1,1,1,https://www.airbnb.com.vn/rooms/886914664029115770?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899979_P3t-2gcy23NoRfXz&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
217,Bồn tắm - Máy chiếu có mái che,₫1.117.345 ,Quận 1,"4,81",3,1,2,1,https://www.airbnb.com.vn/rooms/811185882302987854?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-26&check_out=2024-08-31&source_impression_id=p3_1723899980_P3RCnxmKoimIKX2i&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
218,Flash Deal 1Bedroom Apt Near Landmark81,₫1.438.551 ,Bình Thạnh,"4,88",2,1,1,1,https://www.airbnb.com.vn/rooms/764263137520695407?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899980_P3oVVpO10MgtF9jS&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
219,Masteri-Thao Dien-2Br-LuxuryApartment Bed Kingsize,₫1.596.050 ,Quận 2,"5,0",4,3,3,2,https://www.airbnb.com.vn/rooms/1113033072489096884?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899980_P3sooE5yFe2KBQd3&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
220,Căn hộ 1 phòng ngủ ấm cúng * Gần chợ Bến Thành,₫340.000 ,Việt Nam,"4,56",1,1,0,0,https://www.airbnb.com.vn/rooms/24027472?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=469773749&search_mode=regular_search&check_in=2024-08-22&check_out=2024-08-27&source_impression_id=p3_1723899980_P3I08UXkaAWfYaqw&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
221,Hướng nhìn ra cửa sổ/Căn hộ Studio @gần Bến Thành,₫580.000 ,Quận 1,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1176573807702685871?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899980_P3xXABqObA6PlaSk&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
222,Saigon Home 07,₫936.440 ,Quận 4,"4,91",2,1,1,1,https://www.airbnb.com.vn/rooms/772889340715784261?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-22&check_out=2024-08-27&source_impression_id=p3_1723899980_P3YHei0ThNcre89f&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
223,Phòng 2-Beautiful Studio w Tầng thượng & ban công @ D3,₫499.000 ,phường 1,"4,96",2,1,1,1,https://www.airbnb.com.vn/rooms/24151308?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-07&source_impression_id=p3_1723899980_P3Ww_Hu0WavoKn2m&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
224,"P""m""P. 14 : Căn hộ Vintage Glam ở Central D1",₫1.252.629 ,Quận 1,"4,99",2,1,1,1,https://www.airbnb.com.vn/rooms/925036031134372282?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-31&check_out=2024-09-05&source_impression_id=p3_1723899980_P3jfSsdx-8g3x4mU&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
225,*Landmark Plus*#Classic/Modern 1BR~ Bể bơi/Phòng tập thể dục miễn phí,₫1.150.600 ,Bình Thạnh,"4,86",3,1,1,1,https://www.airbnb.com.vn/rooms/917860094742689071?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899980_P3m2k3xJQO6-VLLH&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
226,Căn hộ cao cấp - Căn hộ Vix gần sân bay,₫475.000 ,Tân Bình,NA,1,1,0,0,https://www.airbnb.com.vn/rooms/1114977536654005701?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1863548413&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899980_P3f8bVCJED4yvYkb&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
227,The Nest Homestay số 1,₫516.800 ,Quận 3,"5,0",1,1,0,0,https://www.airbnb.com.vn/rooms/1053326222966801125?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1807178298&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899980_P36-wWmsGOSPH-mX&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
228,Phòng tập thể dục và hồ bơi trên tầng thượng 1 giường ấm cúng/ miễn phí,₫1.082.271 ,Quận 3,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1206061336248373046?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899980_P3WMB9109V37QFbj&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
229,Phòng chính gần sân bay,₫298.000 ,Tân Bình,"4,80",1,1,0,0,https://www.airbnb.com.vn/rooms/35340401?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=771610338&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899980_P3OtHR9ZMmMbezDm&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
230,"HỒ BƠI MIỄN PHÍ của DANNY APT gần Bến Thành, BÙI VIỆN",₫700.000 ,Quận 4,"4,83",2,1,1,1,https://www.airbnb.com.vn/rooms/45642239?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899980_P3bsFdLXpqgzXNUx&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
231,Cubicity Hidden House 3C,₫651.367 ,Quận 1,"4,80",2,1,1,1,https://www.airbnb.com.vn/rooms/698238519137582513?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899980_P3n-XNduHzrRQL1E&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
232,Căn hộ ẤM CÚNG 1BR Vinhomes Central Park với tầm nhìn LM81,₫1.061.103 ,Ho Chi Minh city,"4,93",2,1,1,1,https://www.airbnb.com.vn/rooms/45129757?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-26&check_out=2024-08-31&source_impression_id=p3_1723899980_P3t06dIzsR8GHQAH&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
233,Căn hộ cao cấp tại The Manor 2,₫1.127.366 ,Bình Thạnh,NA,2,1,1,1,https://www.airbnb.com.vn/rooms/1222819168187641336?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899980_P3S3V5iR1MnxDkXa&previous_page_section_name=1000&federated_search_id=877dc4f3-e42a-494c-b58c-93c998371a18
234,Hướng nhìn ra cửa sổ/Căn hộ Studio @gần Bến Thành,₫580.000 ,Quận 1,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1176573807702685871?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899982_P31pQG5EZLl4zPM_&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
235,Phòng tập thể dục và hồ bơi trên tầng thượng 1 giường ấm cúng/ miễn phí,₫1.082.271 ,Quận 3,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1206061336248373046?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899983_P3DaB7GTkGVdfc2r&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
236,*Landmark Plus*#Classic/Modern 1BR~ Bể bơi/Phòng tập thể dục miễn phí,₫1.150.600 ,Bình Thạnh,"4,86",3,1,1,1,https://www.airbnb.com.vn/rooms/917860094742689071?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899983_P3W9738p6Pqc185V&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
237,Mya 's Apartment - studio ẤM cúng,₫458.800 ,Bình Thạnh,"4,77",2,1,1,1,https://www.airbnb.com.vn/rooms/886914664029115770?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899983_P3ssq_9HKGAdxyzx&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
238,The Nest Homestay số 1,₫516.800 ,Quận 3,"5,0",1,1,0,0,https://www.airbnb.com.vn/rooms/1053326222966801125?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1807178298&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899983_P3dUSRDUOx1pzOn-&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
239,"Căn hộ cao cấp, Peaceful Studio @Nami Airport Building",₫550.000 ,Tân Bình,NA,2,1,1,1,https://www.airbnb.com.vn/rooms/1192484041084989596?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899983_P3ZOXzoXoTh5OijM&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
240,Bồn tắm - Máy chiếu có mái che,₫1.117.345 ,Quận 1,"4,81",3,1,2,1,https://www.airbnb.com.vn/rooms/811185882302987854?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-26&check_out=2024-08-31&source_impression_id=p3_1723899983_P3zBRtrzYLP79ImQ&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
